acto;nome;tipo;ambito_geografico;primeiro_ano;ultimo_ano;n_publicacoes;n_organizacoes;codigos_organizacoes
6396;ACORDO DE EMPRESA ENTRE A PORTUCEL, SA E A FIEQUIMETAL - FEDERAÇAO INTERSINDICAL DAS IDUSTRIAS METALURGICAS, QUIMICAS, ELETRICAS, FARMACEUTICA, CELULOSE, PAPEL, GRAFICA, IMPRENSA, ENERGIA E MINAS E OUTROS - ALTERAÇAO SALARIAL E OUTRAS;Acordo de empresa;Nacional;2013;2015;24;12;1.143.1 1.143.2 1.157.2 1.213.1 1.31.2 2.40.1 2.46.0 2.48.0 2.48.1 2.50.0 2.58.0 2.6.4
6397;ACORDO DE EMPRESA ENTRE A LAUAK - INDÚSTRIA AERONAUTICA, LDA E O SINTAC - SINDICATO NACIONAL DOS TRABALHADORES DA AVIAÇÃO CIVIL;Acordo de empresa;Nacional;2013;2018;2;1;1.470.0
6398;ACORDO DE EMPRESA ENTRE A ASSOCIAÇÃO HUMANITÁRIA DE BOMBEIROS DE ALJUSTREL E O SNBP - SINDICATO NACIONAL DOS BOMBEIROS PROFISSIONAIS;Acordo de empresa;Nacional;2013;2013;1;1;1.486.0
6399;CONTRATO COLETIVO ENTRE A ITA - ASSOCIAÇÃO PORTUGUESA DOS INDUSTRIAIS DE TRIPAS E AFINS E O SINDICATO DOS TRABALHADORES DO COMÉRCIO, ESCRITÓRIOS, SERVIÇOS, ALIMENTAÇÃO, HOTELARIA E TURISMO (CESAHT) - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2013;2014;4;2;1.282.2 5.312.0
6400;ACORDO DE EMPESA ENTRE A FERMENTOPÃO - PÃO ALENTEJANO, SA E A FESAHT - FEDERAÇÃO DOS SINDICATOS DE AGRICULTURA, ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL - ALTERAÇÃO SALARIAL E OUTRAS;Acordo de empresa;Nacional;2013;2016;2;2;2.40.1 2.58.0
6401;ACORDO DE EMPRESA ENTRE A EMARP - EMPRESA MUNICIPAL DE ÁGUAS E RESÍDUOS DE PORTIMÃO, E.M., SA E O STAL - SINDICATO NACIONAL DOS TRABALHADORES DA ADMINISTRAÇÃO LOCAL E REGIONAL - REVISÃO GLOBAL;Acordo de empresa;Concelhia;2014;2021;3;1;1.306.1
6402;ACORDO DE EMPRESA ENTRE A SOCIEDADE PAUTA DE FLORES, LDA E O SITESE - SINDICATOS DOS TRABALHADORES E TÉCNICOS DE SERVIÇOS.;Acordo de empresa;Nacional;2014;2014;2;1;1.218.5
6403;CONTRATO COLETIVO ENTRE ACA - ASSOCIAÇÃO COMERCIAL DO DISTRITO DE AVEIRO E O CESP - SINDICATO DOS TRABALHADORES DO COMÉRCIO, ESCRITÓRIOS E SERVIÇOS DE PORTUGAL E OUTRO - REVISÃO GLOBAL;Contrato coletivo de trabalho;Distrital;2014;2014;3;3;1.222.3 1.518.0 5.165.3
6404;CONTRATO COLETIVO ENTRE A APEC - ASSOCIAÇAO PORTUGUESA DE ESCOLAS DE CONDUÇAO E O SITESE - SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS - ALTERAÇAO SALARIAL E OUTRAS;Contrato coletivo de trabalho;Nacional;2014;2019;12;3;1.218.5 2.26.3 5.463.0
6405;ACORDO COLETIVO ENTRE A TOMAZ DO DOURO - EMPREENDIMENTOS TURÍSTICOS, LDA E OUTRA E A FESMAR - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DO MAR - REVISÃO GLOBAL;Acordo coletivo de trabalho;Nacional;2014;2026;14;1;2.36.0
6406;ACORDO DE EMPRESA ENTRE A TABAQUEIRA - EMPRESA INDUSTRIAL DE TABACOS, SA E O SINTAB - SINDICATO DOS TRABALHADORES DA AGRICULTURA E DAS INDUSTRIAS DE ALIMENTAÇAO, BEBIDAS E TABACOS DE PORTUGAL E OUTROS - ALTERAÇAO;Acordo de empresa;Nacional;2014;2014;10;8;1.143.2 1.144.1 1.361.2 1.567.0 2.26.2 2.26.3 2.40.1 4.9.1
6407;ACORDO DE EMPRESA ENTRE A TABAQUEIRA II, SA E A FESAHT - FEDERAÇÃO DOS SINDICATOS DA AGRICULTURA, ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL E OUTROS - REVISÃO GLOBAL;Acordo de empresa;Nacional;2014;2014;4;4;1.361.2 2.26.3 2.40.1 4.9.1
6408;CONTRATO COLETIVO ENTRE A ANIPC - ASSOCIAÇÃO NACIONAL DOS INDUSTRIAIS DE PAPEL E CARTÃO E A FETESE - FEDERAÇÃO DOS SINDICATOS DA INDUSTRIA E SERVIÇOS - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2014;2014;2;2;2.26.3 5.277.1
6409;ACORDO DE EMPRESA ENTRE A GOODREST - SERVIÇOS DE RESTAURAÇÃO E CATERING, LDA E A FESAHT - FEDERAÇÃO DOS SINDICATOS DE AGRICULTURA, ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL;Acordo de empresa;Nacional;2014;2014;1;1;2.40.1
6410;CONTRATO COLETIVO ENTRE A FAPEL - ASSOCIAÇÃO PORTUGUESA DE FABRICANTES DE PAPEL E CARTÃO E A FETESE - FEDERAÇÃO DOS SINDICATOS DA INDÚSTRIA E SERVIÇOS - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2014;2017;8;3;2.26.3 2.26.4 5.282.1
6411;CONTRATO COLETIVO ENTRE A FENAME - FEDERAÇÃO NACIONAL DO METAL E A FETESE - FEDERAÇÃO DOS SINDICATOS DA INDÚSTRIA E SERVIÇOS E OUTRO - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2014;2015;5;4;1.361.2 2.26.3 2.26.4 6.8.0
6412;ACORDO DE EMPRESA ENTRE A SANTOS BAROSA - VIDROS, SA E A FEVICCOM - FEDERAÇÃO PORTUGUESA DE SINDICATOS DA CONSTRUÇÃO, CERÂMICA E VIDRO E OUTRAS - REVISÃO GLOBAL;Acordo de empresa;Pluridistrital;2014;2023;24;3;2.46.0 2.50.0 2.58.0
6413;ACORDO DE EMPRESA ENTRE A CAIMA - INDUSTRIA DE CELULOSE, SA E A FIEQUIMETAL - FEDERAÇAO INTERSINDICAL DAS INDUSTRIAS METALURGICAS, QUIMICAS, ELECTRICAS, FARMACEUTICA, CELULOSE, PAPEL, GRAFICA, IMPRENSA, ENERGIA E MINAS E OUTROS - REVISAO GLOBAL;Acordo de empresa;Nacional;2014;2014;6;6;1.143.2 1.518.0 2.46.0 2.48.1 2.50.0 2.58.0
6414;CONTRATO COLETIVO ENTRE A ASSOCIAÇAO INDUSTRIAL DO MINHO E O SINDICATO INDEPENDENTE DOS TRABALHADORES DO SETOR EMPRESARIAL DA CERAMICA, DOS CIMENTOS, DO VIDRO E ATIVIDADES CONEXAS DOS DISTRITOS DE BRAGA, PORTO E VIANA DO CASTELO - REVISAO GLOBAL;Contrato coletivo de trabalho;Pluridistrital;2014;2018;8;3;1.519.0 5.78.0 5.78.2
6415;ACORDO DE EMPRESA ENTRE A SANTOS BAROSA - VIDROS SA E O SINDICATO DAS INDUSTRIAS E AFINS - SINDEQ - ALTERAÇAO SALARIAL E OUTRAS/TEXTO CONSOLIDADO;Acordo de empresa;Pluridistrital;2014;2022;10;4;1.360.3 2.47.0 4.9.1 4.9.2
6416;ACORDO DE EMPRESA ENTRE A PETROLEOS DE PORTUGAL - PETROGAL, SA E A COFESINT - FEDERAÇAO DE SINDICATOS DA INDUSTRIA, ENERGIA E TRANSPORTES E OUTROS - ALTERAÇAO SALARIAL E OUTRAS;Acordo de empresa;Nacional;2014;2018;18;6;1.296.3 1.296.4 1.458.0 2.47.0 4.9.1 4.9.2
6417;ACORDO DE EMPRESA ENTRE A PETROLEOS DE PORTUGAL - PETROGAL, SA E A FETESE - FEDERAÇAO DOS SINDICATOS DA INDUSTRIA E SERVIÇOS E OUTROS - REVISAO GLOBAL;Acordo de empresa;Nacional;2014;2018;19;5;1.180.1 1.218.5 1.361.2 1.404.1 2.26.3
6418;CONTRATO COLETIVO ENTRE A ANCIA - ASSOCIAÇAO NACIONAL DE CENTROS DE INSPEÇAO AUTOMOVEL E A FETESE - FEDERAÇAO DOS SINDICATOS DA INDUSTRIA E SERVIÇOS - REVISAO GLOBAL;Contrato coletivo de trabalho;Continente;2014;2016;4;3;2.26.3 2.26.4 5.558.0
6419;ACORDO DE EMPRESA ENTRE A CEFOSAP - CENTRO DE FORMAÇAO SINDICAL E APERFEIÇOAMENTO PROFISSIONAL E O SITESE - SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS;Acordo de empresa;Nacional;2014;2014;1;1;1.218.5
6420;ACORDO COLETIVO ENTRE A ASSOCIAÇAO DE REGANTES E BENEFICIARIOS DO VALE DO SORRAIA E OUTRAS E O SETAA - SINDICATO DA AGRICULTURA, ALIMENTAÇAO E FLORESTAS - REVISAO GLOBAL;Acordo coletivo de trabalho;Nacional;2014;2017;3;1;1.103.2
6421;CONTRATO COLETIVO ENTRE A ASSOCIAÇÃO DAS ADEGAS COOPERATIVAS DE PORTUGAL E O SINDICATO DOS TRABALHADORES E TÉCNICOS DE SERVIÇOS, COMÉRCIO, RESTAURAÇÃO E TURISMO ¿ SITESE ¿ ALTERAÇÃO SALARIAL E OUTRAS.;Contrato coletivo de trabalho;Nacional;2014;2018;8;3;1.218.5 2.26.3 5.601.0
6422;CONTRATO COLETIVO ENTRE A FAPEL ¿ ASSOCIAÇÃO PORTUGUESA DE FABRICANTES DE PAPEL E CARTÃO E A FEDERAÇÃO DE SINDICATOS DA INDÚSTRIA, ENERGIA E TRANSPORTES ¿ COFESINT E OUTRA ¿ ALTERAÇÃO SALARIAL.;Contrato coletivo de trabalho;Nacional;2014;2017;11;4;2.47.0 4.9.1 4.9.2 5.282.1
6423;ACORDO DE EMPRESA ENTRE A PARMALAT PORTUGAL - PRODUTOS ALIMENTARES, LDA E O SETAA - SINDICATO DA AGRICULTURA, ALIMENTAÇAO E FLORESTAS - REVISAO GLOBAL;Acordo de empresa;Concelhia;2014;2014;1;1;1.103.2
6424;CONTRATO COLETIVO ENTRE A APIFARMA - ASSOCIAÇAO PORTUGUESA DA INDUSTRIA FARMACEUTICA E A FIEQUIMETAL - FEDERAÇAO INTERSINDICAL DAS INDUSTRIAS METALURGICAS, QUIMICAS, ELETRICAS, FARMACEUTICA, CELULOSE, PAPEL, GRAFICA, IMPRENSA, ENERGIA E MINAS E OUTRO - REVISAO GLOBAL;Contrato coletivo de trabalho;Nacional;2014;2016;9;3;1.31.2 2.48.1 5.76.1
6425;CONTRATO COLETIVO ENTRE A GROQUIFAR - ASSOCIAÇAO DE GROSSISTAS DE PRODUTOS QUIMICOS E FARMACEUTICOS E A COFESINT - FEDERAÇAO DE SINDICATOS DA INDUSTRIA, ENERGIA E TRANSPORTES - ALTERAÇAO SALARIAL E OUTRAS (FARMACEUTICOS);Contrato coletivo de trabalho;Nacional;2014;2016;8;4;2.47.0 4.9.1 4.9.2 5.136.0
6426;CONTRATO COLETIVO ENTRE A GROQUIFAR - ASSOCIAÇAO DE GROSSISTAS DE PRODUTOS QUIMICOS E FARMACEUTICOS E O SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS - SITESE  (FARMACEUTICOS) - ALTERAÇAO SALARIAL E OUTRAS.;Contrato coletivo de trabalho;Nacional;2014;2016;6;3;1.218.5 2.26.3 5.136.0
6427;ACORDO DE EMPRESA ENTRE O CICCOPN - CENTRO DE FORMAÇAO PROFISSIONAL DA INDUSTRIA DA CONSTRUÇAO CIVIL E OBRAS PUBLICAS DO NORTE E O STFPSN - SINDICATO DOS TRABALHADORES EM FUNÇOES PUBLICAS E SOCIAIS DO NORTE - 1ª. CONVENÇAO;Acordo de empresa;Nacional;2014;2014;1;1;1.313.2
6428;CONTRATO COLETIVO ENTRE A ASSOCIAÇAO DOS COMERCIANTES DO PORTO E OUTRAS E O CESP-SINDICATO DOS TRABALHADORES DO COMERCIO, ESCRITORIOS E SERVIÇOS DE PORTUGAL E OUTRO - ALTERAÇAO SALARIAL E OUTRAS;Contrato coletivo de trabalho;Distrital;2014;2019;45;20;1.218.5 1.282.2 1.282.3 1.518.0 5.180.0 5.182.2 5.185.2 5.186.1 5.187.2 5.193.1 5.194.2 5.197.2 5.209.2 5.212.3 5.250.1 5.357.0 5.357.1 5.598.0 5.73.1 5.98.2
6429;CONTRATO COLETIVO ENTRE A AEEP - ASSOCIAÇAO DOS ESTABELECIMENTOS DE ENSINO PARTICULAR E COOPERATIVO E A FNE - FEDERAÇAO NACIONAL DOS SINDICATOS DA EDUCAÇAO E OUTROS - REVISAO GLOBAL;Contrato coletivo de trabalho;Nacional;2014;2014;10;10;1.103.2 1.104.3 1.225.2 1.368.2 1.377.2 1.393.1 2.26.3 2.54.0 5.193.0 5.223.2
6430;ACORDO DE EMPRESA ENTRE A CAIMA -INDUSTRIA DE CELULOSE, SA E A FETESE - FEDRAÇAO DOS SINDICATOS DA INDUSTRIA E SERVIÇOS - REVISAO GLOBAL;Acordo de empresa;Nacional;2014;2014;1;1;2.26.3
6431;CONTRATO COLETIVO ENTRE A ASSOCIAÇAO DAS EMPRESAS DE SEGURANÇA PRIVADA E OUTRA E A FETESE - FEDERAÇAO DOS SINDICATOS DA INDUSTRIA E SERVIÇOS E OUTRO - REVISAO GLOBAL;Contrato coletivo de trabalho;Nacional;2014;2014;4;4;1.361.2 2.26.3 5.439.1 5.440.0
6432;ACORDO DE EMPRESA ENTRE A GALLOVIDRO, SA E A FEVICCOM - FEDERAÇAO PORTUGUESA DOS SINDICATOS DA CONSTRUÇAO, CERAMICA E VIDRO E OUTRAS - REVISAO GLOBAL;Acordo de empresa;Distrital;2014;2023;15;3;2.46.0 2.50.0 2.58.0
6433;ACORDO DE EMPRESA ENTRE A ESCALA BRAGA - SOCIEDADE GESTORA DO ESTABELECIMENTO, SA E O SINDICATO INDEPENDENTE DOS MEDICOS - SIM E OUTRO.;Acordo de empresa;Concelhia;2014;2017;4;2;1.365.0 1.407.0
6435;ACORDO DE EMPRESA ENTRE A CHARLINE TRANSPORTES - SOCIEDADE UNIPESSOAL, LDA E O SNM - SINDICATO NACIONAL DOS MOTORISTAS.;Acordo de empresa;Nacional;2014;2014;1;1;1.427.0
6436;ACORDO COLETIVO ENTRE A EDP - ENERGIAS DE PORTUGAL, SA E OUTRAS E A ASOSI - ASSOCIAÇAO SINDICAL DOS TRABALHADORES DO SETOR ENERGETICO E TELECOMUNICAÇOES - REVISAO GLOBAL;Acordo coletivo de trabalho;Nacional;2014;2014;1;1;1.496.2
6437;ACORDO COLETIVO ENTRE A EDP - ENERGIAS DE PORTUGAL SA E OUTRAS E A FIEQUIMETAL - FEDERAÇAO INTERSINDICAL DAS INDUSTRIAS METALURGICAS, QUIMICAS, ELETRICAS, FARMACEUTICA, CELULOSE, PAPEL,GRAFICA, IMPRENSA, ENERGIA E MINAS E OUTROS - REVISAO GLOBAL;Acordo coletivo de trabalho;Nacional;2014;2014;8;8;1.119.1 1.143.1 1.233.2 2.46.0 2.48.1 2.50.0 2.58.0 2.6.4
